cgpa,iq,communication,internship,placed
6.1,92,6,1,1
7.5,130,10,1,1
9.1,124,7,0,1
9.1,121,5,0,1
7.3,127,5,1,1
7.9,111,5,1,0
6.1,93,9,0,1
8.1,135,5,1,1
9.9,100,8,1,1
8.1,139,7,0,1
8.3,101,10,1,1
6.9,142,9,0,1
6.1,142,8,0,1
6.3,80,7,0,0
9.0,139,7,1,1
9.2,91,10,0,1
7.6,105,8,1,1
6.8,107,9,0,1
5.6,121,6,0,1
6.5,117,10,1,1
7.1,113,7,0,1
9.1,125,5,1,1
8.3,90,4,0,1
8.8,125,6,0,1
7.1,106,9,1,1
9.4,120,7,0,1
5.6,93,10,0,0
6.0,88,6,0,0
9.0,128,10,0,1
7.7,125,7,0,1
8.8,135,5,1,1
7.6,128,8,1,1
7.6,140,7,0,1
7.3,115,9,1,1
8.3,107,5,0,1
8.8,108,6,1,1
6.0,87,5,1,1
5.9,94,9,0,0
6.7,124,6,0,1
6.9,87,6,0,0
8.8,100,7,1,1
7.3,96,7,0,0
5.3,121,10,0,1
5.5,109,8,0,1
6.0,106,5,0,0
5.8,99,7,0,0
6.9,122,8,0,1
9.9,87,5,1,1
9.9,136,7,1,1
5.8,81,6,0,0
8.5,110,6,0,1
7.9,93,6,0,1
6.0,113,5,0,1
6.8,92,8,1,1
5.3,100,9,1,1
5.8,83,5,0,0
8.2,143,8,1,1
6.8,109,7,1,1
8.3,117,10,0,1
8.6,95,8,1,1
8.2,115,8,0,1
8.4,108,4,1,1
6.8,138,5,1,1
10.0,144,9,1,1
7.1,139,8,1,1
9.0,120,7,0,1
5.0,122,8,1,0
6.3,119,8,1,1
9.6,135,7,1,1
5.1,89,9,0,0
6.7,95,9,1,1
9.7,107,6,0,1
6.2,97,4,0,0
6.0,108,8,1,1
5.7,111,4,0,0
8.6,114,5,1,1
8.3,129,8,1,1
7.3,80,9,0,1
9.0,99,5,1,1
9.1,122,5,1,1
7.4,129,7,0,0
6.4,132,8,0,1
7.0,134,9,0,1
9.1,139,4,1,1
8.6,99,9,0,0
9.6,93,7,1,1
6.1,143,7,0,1
7.8,90,7,0,1
5.9,92,5,0,0
6.5,113,8,0,1
8.7,100,8,1,1
5.6,143,6,1,1
6.0,138,10,0,1
7.1,123,9,0,0
7.5,130,4,1,1
8.4,99,5,0,1
8.0,135,5,1,1
9.7,83,7,1,1
6.0,92,7,0,0
9.6,140,8,1,1
9.3,117,9,0,1
6.4,98,5,1,1
7.1,116,5,0,1
9.6,139,7,1,1
5.9,98,9,0,1
7.2,116,7,0,1
8.3,118,4,0,1
5.7,123,7,0,1
5.6,126,10,1,1
10.0,82,5,0,1
9.1,82,9,1,1
8.9,117,7,1,1
6.7,80,7,0,0
6.8,87,6,0,0
9.4,84,10,0,1
9.2,83,7,0,1
7.3,133,9,0,1
5.2,95,8,1,0
6.2,96,8,1,0
7.3,121,7,0,1
6.7,136,7,0,1
5.9,141,7,0,1
9.8,105,6,1,1
8.1,132,4,1,1
6.1,137,6,1,1
7.5,90,5,1,0
9.6,94,9,0,1
5.6,128,6,0,0
6.7,98,7,0,1
9.1,139,5,1,1
7.3,83,8,1,1
7.9,128,9,0,1
8.5,105,10,1,1
5.9,112,9,1,1
6.0,137,5,1,1
9.4,134,7,1,1
8.2,104,8,1,1
6.5,86,5,1,0
5.3,134,8,0,0
9.5,83,7,0,1
7.5,121,4,1,1
9.5,125,5,0,1
8.5,81,9,1,1
8.5,126,6,0,1
8.9,144,6,0,1
6.1,110,8,0,0
9.4,97,6,0,1
8.2,83,8,0,1
8.8,136,5,0,1
6.9,108,7,1,1
8.8,90,6,1,1
5.5,98,8,1,1
6.2,92,4,1,1
8.1,127,8,0,1
6.0,95,7,0,0
7.6,96,9,1,1
8.3,88,4,0,1
9.1,120,7,0,0
9.0,139,7,1,1
7.2,105,10,0,1
6.7,96,4,1,1
6.5,91,9,1,0
5.9,96,8,1,1
5.7,121,9,0,0
8.4,106,6,1,1
8.7,96,5,1,1
9.0,112,7,0,0
8.8,114,9,1,1
8.9,110,6,1,1
8.2,126,5,0,1
9.2,104,8,1,1
9.2,93,7,1,1
6.5,99,7,0,0
9.3,125,5,0,1
9.5,142,6,0,1
9.6,144,4,1,1
5.1,119,10,0,1
6.7,130,4,0,1
8.5,99,4,0,0
9.5,110,5,1,1
6.7,88,9,1,0
8.4,112,9,0,1
9.7,144,4,1,1
5.4,137,8,0,1
5.3,85,6,0,1
8.7,83,7,0,1
6.3,86,4,0,0
5.8,111,8,1,1
8.3,84,7,1,1
6.5,80,10,1,1
7.7,82,9,0,0
9.4,142,6,0,1
5.6,90,4,0,0
9.6,86,9,0,1
6.9,123,9,0,1
8.0,142,7,1,1
8.5,119,5,0,1
8.7,144,9,0,1
5.6,139,6,0,0
5.0,109,8,0,1
8.4,134,5,1,1
5.6,135,6,0,1
6.9,92,8,0,1
8.1,109,4,0,1
8.2,125,9,0,1
7.8,87,7,0,1
9.9,121,5,1,1
8.6,93,9,0,1
7.2,85,8,1,1
6.5,128,8,0,1
6.6,113,6,1,1
9.4,142,9,1,1
6.0,104,7,0,1
5.8,112,6,0,1
5.2,108,5,1,1
8.0,127,5,1,1
6.4,122,9,1,1
6.0,99,7,0,0
6.7,84,5,1,1
5.8,116,5,0,0
6.9,103,7,1,0
5.5,107,7,0,1
9.9,105,8,1,1
7.8,94,9,1,1
5.6,129,5,0,0
5.7,87,10,0,1
8.0,103,7,1,1
5.6,134,9,0,0
7.2,83,9,0,0
8.0,138,10,1,1
7.2,111,8,1,1
5.5,110,9,0,0
9.9,115,6,1,1
7.2,99,6,0,1
7.1,115,4,0,1
8.0,99,7,1,1
6.9,88,6,0,1
9.8,94,8,1,1
8.8,93,7,0,0
7.2,84,9,1,1
8.1,117,8,0,1
6.4,80,5,1,1
6.8,109,7,0,0
7.5,92,4,1,1
9.2,133,7,0,1
7.6,137,8,1,1
8.5,106,10,0,1
9.3,101,6,0,0
6.8,108,7,1,1
9.5,117,8,0,1
5.2,127,5,0,1
5.6,123,9,0,1
6.6,110,7,0,0
8.0,125,4,0,1
7.5,118,10,1,1
9.3,107,10,0,1
9.3,90,10,0,1
7.7,134,9,1,1
7.5,90,5,0,1
9.6,86,9,0,1
8.2,101,6,1,1
5.4,116,9,0,1
8.4,87,8,1,0
7.0,95,8,1,1
9.5,86,7,0,1
7.3,98,6,0,1
5.5,105,6,0,0
8.0,106,10,1,1
6.9,131,10,0,1
9.5,121,10,0,1
5.9,119,7,0,1
5.4,97,7,0,0
9.4,103,7,1,1
9.3,103,7,1,1
7.7,132,9,0,1
9.4,145,7,0,1
6.6,133,4,0,1
6.8,124,8,1,1
6.1,84,5,0,0
9.9,103,5,0,1
9.9,129,5,1,1
6.2,111,6,1,1
5.3,129,8,0,1
7.9,130,9,1,1
5.3,117,7,0,0
10.0,131,5,1,1
5.4,127,10,1,1
7.0,102,8,0,1
8.9,93,9,0,0
8.5,145,7,0,1
7.0,82,8,0,0
9.4,145,4,1,1
8.6,144,5,0,1
6.3,139,10,0,1
9.9,142,6,0,1
7.8,99,7,0,1
9.2,145,7,1,1
9.9,117,8,1,1
6.3,109,8,0,1
9.4,117,7,1,1
8.1,110,4,0,0
5.9,116,7,0,0
9.1,87,6,0,1
7.0,87,6,1,1
5.8,141,8,0,0
7.8,130,8,0,1
8.7,91,4,0,0
7.5,145,8,1,1
7.0,116,8,1,1
8.1,100,5,0,0
7.1,103,4,0,0
5.5,92,6,0,0
9.4,85,5,1,1
9.1,128,4,0,1
9.1,83,4,0,1
6.9,101,9,0,0
9.5,121,8,1,1
8.3,81,6,0,1
6.9,118,5,1,1
8.1,141,7,1,1
9.1,132,6,1,1
8.0,110,10,0,1
7.2,129,6,0,1
8.6,134,10,0,1
7.2,95,4,1,0
5.6,111,6,1,1
8.1,102,8,0,1
6.4,86,6,0,0
5.3,129,8,0,1
8.1,116,7,1,1
7.2,133,6,0,1
7.5,84,9,0,0
7.2,120,5,0,1
5.1,128,6,0,1
8.2,128,7,0,1
7.0,109,4,1,1
5.5,136,5,0,1
9.1,122,6,0,1
5.3,144,6,0,1
8.0,99,9,1,1
8.5,102,7,0,1
8.3,98,4,1,1
6.0,132,7,0,1
9.3,121,5,0,1
9.6,122,5,1,1
6.4,94,7,1,0
7.3,86,5,1,1
7.7,88,9,1,1
9.0,94,8,0,1
6.6,91,9,0,1
5.7,141,7,1,1
7.9,101,8,1,1
8.0,86,6,1,1
6.6,82,8,0,0
5.5,143,6,1,1
5.1,85,5,0,0
5.4,110,5,0,0
6.4,96,9,0,0
6.3,92,8,0,0
6.8,144,9,1,1
7.9,81,7,0,1
8.1,81,8,0,1
8.9,133,6,0,1
7.2,145,6,0,1
8.3,89,4,0,1
5.4,114,4,1,0
8.2,104,7,1,1
7.1,140,4,1,1
9.6,142,10,1,1
6.9,105,10,1,1
8.2,142,6,1,1
7.8,116,6,0,1
6.6,136,9,0,1
7.9,88,8,0,0
8.9,113,5,1,0
5.3,139,8,1,1
8.9,128,9,0,1
6.5,137,5,1,1
6.0,132,8,1,0
5.1,123,8,0,0
7.0,136,6,1,1
9.1,82,4,0,0
5.6,111,6,0,0
5.8,98,8,0,1
9.9,112,5,0,1
6.5,136,8,1,1
8.2,93,10,0,1
6.8,119,5,0,1
6.1,97,8,1,1
9.5,102,5,1,1
9.7,96,4,1,1
7.6,140,9,0,1
9.4,87,7,1,1
9.1,136,9,1,1
9.2,89,8,0,1
5.5,129,10,0,0
6.5,107,10,0,0
8.6,82,8,0,1
6.8,130,7,0,1
9.3,129,5,1,1
6.3,94,6,0,1
8.4,137,8,0,1
6.3,123,5,1,1
7.3,123,10,1,1
7.6,106,4,0,1
7.0,138,7,0,1
9.7,116,7,1,1
5.5,127,10,0,1
10.0,137,8,0,1
8.5,124,7,1,1
7.4,117,5,1,1
6.1,115,6,1,1
9.1,142,10,0,1
7.2,136,10,0,1
5.3,80,4,1,0
8.7,84,9,1,1
8.7,115,8,0,1
5.4,86,7,0,0
9.9,133,4,1,1
5.8,131,9,0,1
6.9,105,10,0,1
7.8,91,8,0,1
7.1,104,9,1,1
5.9,136,7,0,0
6.1,88,10,1,1
9.4,81,9,0,1
5.5,138,7,0,1
6.0,96,5,0,0
5.4,85,7,0,0
7.9,135,6,1,1
5.5,137,5,1,1
9.2,93,6,1,1
5.9,102,9,0,1
6.8,132,4,1,1
8.7,90,8,0,1
7.0,142,8,0,1
9.8,88,7,0,1
9.0,96,5,1,1
8.1,83,10,0,1
9.6,103,9,0,1
8.7,131,6,1,1
7.8,112,5,0,1
7.2,92,4,0,1
9.6,83,6,0,1
6.2,86,9,0,0
8.0,105,5,0,0
8.2,104,6,1,1
5.6,102,4,0,0
7.9,101,9,0,1
7.2,118,4,0,1
8.2,113,6,1,0
6.4,111,5,1,1
5.8,81,8,1,1
6.2,116,7,1,1
9.4,135,7,0,1
5.1,96,6,0,0
7.6,82,8,0,1
9.5,96,7,0,1
8.7,144,8,0,1
6.1,80,10,0,0
6.8,124,8,0,1
6.3,135,5,1,1
9.1,127,9,1,1
7.9,114,5,0,1
6.7,99,4,1,0
7.7,138,6,1,1
7.7,115,9,1,1
8.5,80,5,0,0
5.2,127,7,0,0
9.8,87,8,1,1
8.6,137,7,0,1
6.4,137,8,0,1
7.0,110,9,1,1
7.3,126,9,0,1
7.8,132,6,0,1
7.9,137,7,0,1
8.7,99,4,1,1
7.8,87,5,0,1
8.1,141,10,0,1
5.3,132,9,1,1
7.3,122,5,1,1
6.8,89,7,0,0
8.0,84,8,0,1
5.5,108,6,0,1
7.8,126,9,0,0
9.1,99,4,0,1
6.4,90,4,1,1
9.9,110,7,0,1
5.7,89,7,0,1
9.6,110,7,0,1
5.0,123,5,1,1
9.4,100,6,0,1
8.8,93,5,0,0
6.0,86,5,0,0
9.7,90,5,1,1
6.3,129,9,0,1
5.0,121,7,0,1
6.4,115,5,0,0
8.5,120,8,1,1
8.8,95,7,0,1
7.9,80,6,1,0
9.5,120,7,1,1
8.1,85,9,1,1
9.5,112,5,0,0
6.9,126,4,0,1
8.8,86,4,1,1
7.5,140,8,0,0
5.7,125,6,0,0
5.5,94,6,1,1
8.7,145,9,0,1
5.9,133,7,0,1
9.5,120,5,1,1
9.2,112,6,0,1
8.2,97,8,1,1
9.8,144,5,0,1
7.4,138,9,0,1
5.2,92,4,1,0
5.9,129,8,0,1
9.0,101,9,0,1
8.5,142,9,0,1
5.3,138,9,1,1
8.9,122,7,0,1
5.4,112,8,1,1
7.6,81,6,0,0
5.1,100,5,0,0
6.9,109,8,0,0
7.5,81,8,0,0
6.0,86,8,0,0
9.5,103,5,0,1
8.6,124,8,1,1
5.3,89,8,1,1
5.8,145,7,0,1
9.6,120,7,0,1
7.9,81,5,0,0
9.1,80,7,1,0
8.0,104,7,1,1
8.9,124,7,0,1
9.1,94,8,1,0
7.8,104,4,0,1
7.1,84,7,0,0
8.4,101,6,0,0
8.2,122,9,1,1
9.4,139,6,0,1
5.1,126,5,0,1
8.0,122,4,0,0
6.2,96,8,0,0
5.9,104,7,0,0
5.9,129,10,0,0
7.3,110,9,0,1
7.4,130,6,0,1
5.3,137,5,0,0
8.4,130,9,1,1
9.1,103,9,1,0
8.4,85,5,1,1
5.6,88,8,0,1
7.4,88,6,1,1
7.1,111,6,1,1
9.8,135,8,1,1
9.3,129,8,0,1
6.2,113,4,1,1
7.4,93,8,0,1
5.3,99,4,1,1
8.8,127,10,0,1
5.7,130,6,0,0
5.9,119,7,0,0
10.0,100,7,1,1
8.3,109,5,0,1
6.7,125,4,0,0
8.0,109,8,0,0
7.8,111,5,1,1
5.9,88,6,1,1
9.3,107,4,1,1
5.2,145,6,1,1
5.2,113,6,0,1
5.4,94,9,0,0
7.4,127,8,1,1
9.4,126,9,0,1
7.1,100,7,1,1
9.1,122,7,1,1
5.8,92,6,0,0
6.1,81,5,0,0
5.5,118,6,1,1
9.3,90,9,1,1
8.1,101,9,1,1
10.0,80,9,1,1
9.8,80,5,0,1
7.9,132,5,0,1
7.4,82,5,0,0
8.8,143,10,1,1
6.3,113,5,0,1
6.7,99,9,1,1
7.1,85,6,0,1
7.6,126,8,0,0
9.6,131,6,1,1
7.7,128,9,0,1
8.0,119,7,0,1
5.5,132,8,0,1
8.5,117,9,0,1
6.1,94,5,0,1
5.5,101,9,1,1
8.1,101,7,1,1
5.4,128,8,0,1
5.9,112,7,0,0
8.3,127,8,0,1
8.3,105,9,0,1
5.8,81,5,0,0
7.7,138,7,0,1
9.4,119,8,1,1
9.1,126,8,0,1
6.9,131,9,0,1
9.6,116,10,0,1
6.1,137,9,1,1
6.5,109,9,0,1
6.8,92,8,0,1
9.5,97,5,1,1
6.4,82,9,0,1
7.3,105,8,1,1
9.5,84,8,1,0
5.7,83,6,0,0
9.6,141,6,1,1
5.1,122,7,1,1
8.5,129,9,0,1
5.0,116,7,1,1
8.9,143,9,1,1
7.0,125,6,0,1
9.0,121,6,0,1
7.7,124,7,0,1
6.6,123,5,1,1
7.3,130,7,1,1
9.3,112,5,1,1
5.6,85,8,1,1
5.5,92,8,0,1
9.4,127,9,1,1
6.5,101,7,1,1
7.5,127,9,1,1
6.7,106,6,0,1
8.0,81,6,0,0
7.8,119,8,1,1
5.7,93,10,0,1
5.3,143,6,1,1
5.5,113,9,0,0
10.0,139,8,1,1
5.1,116,6,0,1
9.0,88,4,0,1
7.1,138,7,0,1
6.7,128,8,0,1
9.0,136,9,1,1
7.9,94,6,0,0
6.1,109,8,0,0
9.6,131,8,1,1
6.9,126,6,1,1
6.5,87,8,0,1
5.5,110,9,0,1
8.5,115,8,1,1
9.0,106,6,0,0
6.0,131,5,1,1
6.6,126,5,0,0
5.5,121,5,0,1
5.6,89,4,1,1
9.6,142,5,0,1
5.7,133,6,0,0
7.9,86,8,0,0
7.7,84,8,1,1
9.2,98,5,1,1
6.1,138,5,1,0
9.6,128,8,0,1
7.0,100,6,0,0
5.5,82,4,0,0
10.0,85,10,1,1
6.4,133,5,0,1
7.8,118,4,1,0
8.2,141,8,0,1
5.7,127,9,0,1
9.6,133,4,1,1
9.5,93,7,0,1
9.5,129,7,1,1
9.1,121,9,1,1
7.9,131,8,1,1
8.8,85,4,0,1
8.0,99,5,0,0
8.7,118,7,0,1
9.2,91,6,1,1
9.4,121,6,0,1
8.0,118,6,1,1
7.5,142,9,1,1
9.5,140,7,1,1
7.3,123,9,1,1
9.5,102,9,0,1
6.1,121,5,0,0
8.6,100,6,0,1
8.9,89,5,1,1
7.3,131,7,0,1
7.2,81,8,1,1
5.3,127,8,0,0
9.3,139,6,1,1
6.4,119,7,0,1
8.1,107,7,0,1
8.0,106,6,0,0
7.5,96,7,1,1
6.1,145,7,1,1
8.5,96,9,0,1
5.7,111,7,0,1
6.6,85,8,1,1
9.6,83,9,1,1
6.8,127,6,1,0
7.9,131,7,0,1
9.2,130,8,1,1
8.9,81,5,1,0
6.9,118,7,1,1
5.0,93,6,1,1
7.6,120,4,0,1
5.7,87,9,1,0
8.9,93,7,1,1
5.9,126,8,0,1
5.7,100,10,0,0
8.4,121,9,0,1
8.6,111,9,0,1
7.2,98,6,0,1
6.1,109,9,1,1
6.2,82,10,1,1
5.8,114,5,0,0
7.5,144,7,0,1
5.3,112,7,0,1
6.1,114,5,0,0
6.3,93,7,0,1
6.9,111,5,1,0
7.9,139,10,1,1
6.0,110,4,0,0
8.3,132,9,1,1
8.8,100,6,0,1
5.9,123,5,0,1
6.4,142,8,1,1
6.7,103,9,1,1
9.9,109,6,0,1
7.0,145,6,0,1
7.2,113,8,0,1
5.8,106,7,0,0
7.5,110,10,0,1
6.0,122,6,1,1
9.0,87,7,0,1
8.0,119,10,0,1
7.6,131,4,1,1
8.2,122,9,0,1
7.8,121,7,1,1
8.4,113,9,0,1
7.0,98,6,1,1
9.6,126,4,1,1
8.2,120,6,0,1
6.0,145,5,0,1
9.4,115,7,1,1
7.5,93,6,0,0
9.0,124,8,0,1
5.6,137,7,0,1
5.9,141,10,1,1
7.6,96,5,1,1
7.3,96,4,0,1
8.7,88,7,1,1
9.6,86,4,0,1
9.1,114,8,1,1
7.1,126,9,1,1
8.3,140,5,1,1
6.6,103,8,1,1
7.8,87,7,0,1
5.3,101,5,0,0
5.1,115,9,1,1
5.8,97,5,0,0
9.5,117,7,0,1
9.7,89,8,1,1
6.5,105,9,0,1
5.5,122,9,0,1
7.2,89,9,1,1
6.1,93,7,0,1
9.3,120,8,0,1
7.1,100,6,0,0
9.7,144,7,1,1
5.6,92,8,0,1
5.5,129,5,0,0
9.2,110,5,0,1
9.6,97,9,0,1
8.2,101,9,1,1
8.2,95,5,0,1
6.6,121,10,0,1
8.0,107,7,1,1
9.7,133,8,1,1
9.9,127,10,1,1
7.7,106,6,0,1
6.6,114,5,1,1
6.1,102,9,0,0
5.5,111,5,1,0
7.0,123,5,1,1
9.2,141,5,1,1
7.2,102,6,0,1
9.3,85,9,0,1
5.3,98,8,1,1
5.4,101,7,1,1
7.4,101,6,1,1
8.8,118,6,1,1
7.0,81,8,1,0
5.8,143,5,1,1
7.1,84,9,0,1
7.4,144,5,0,1
5.1,116,10,1,1
8.4,112,10,1,1
6.0,94,7,0,1
9.1,143,4,1,1
6.7,92,8,0,1
8.0,123,9,0,1
7.9,95,9,0,1
8.5,98,6,0,0
7.2,89,9,0,0
7.3,116,9,1,1
6.3,94,8,0,1
6.4,145,5,0,1
5.1,145,4,0,0
6.7,96,7,1,1
9.4,99,7,1,1
9.3,111,9,1,1
6.3,83,9,1,1
6.2,117,9,1,1
5.7,93,4,0,0
5.9,89,8,1,0
7.6,106,5,1,1
6.4,135,9,0,1
6.6,83,8,1,0
5.4,144,10,1,1
8.0,106,7,1,1
6.6,121,10,0,1
6.8,100,6,1,1
9.4,87,5,1,0
7.1,143,6,1,0
8.9,126,6,0,1
8.3,103,9,0,1
5.7,131,6,0,0
6.7,114,5,0,0
6.0,127,8,0,1
6.3,134,10,0,1
6.2,115,8,1,0
8.2,110,7,1,1
5.7,88,5,0,1
8.9,120,7,0,1
9.2,112,9,1,1
5.2,87,7,0,1
5.7,84,7,0,0
7.8,127,6,0,1
6.6,93,8,1,1
5.6,111,8,0,1
9.7,115,4,0,1
5.8,107,6,0,0
9.8,81,6,0,1
9.3,130,10,0,1
8.6,122,7,0,1
8.8,81,5,0,1
6.5,108,5,1,1
8.8,87,10,0,1
5.8,141,8,0,1
8.3,118,4,1,1
9.4,100,4,0,1
5.4,107,5,1,0
6.7,128,8,1,1
6.6,92,6,0,1
7.4,83,9,1,1
8.9,138,7,0,1
7.1,115,7,0,0
7.7,128,9,0,0
9.5,116,6,0,1
8.0,86,9,1,1
10.0,108,6,1,1
8.1,116,4,0,1
8.8,137,10,1,1
9.1,142,9,1,1
6.6,80,4,0,0
7.4,83,4,1,1
8.5,136,8,0,0
6.0,117,5,0,0
8.4,119,8,0,1
8.5,106,8,1,1
8.9,112,10,1,1
9.5,100,8,1,1
8.9,109,5,0,1
7.8,90,8,0,0
5.6,128,6,1,0
6.1,106,7,0,0
8.3,127,7,0,1
7.1,143,6,0,1
6.0,88,4,1,1
9.1,117,6,0,0
6.7,103,6,0,1
5.2,127,5,0,0
7.8,102,8,0,1
6.7,119,5,1,1
5.4,125,8,0,1
5.6,117,7,0,0
5.2,98,5,0,0
5.7,135,7,0,1
9.5,130,8,1,1
8.3,96,6,0,1
9.4,115,5,1,1
5.6,129,5,0,0
8.6,139,6,0,1
5.4,145,7,0,0
9.3,121,5,1,1
7.1,104,5,0,1
7.7,86,5,0,1
7.6,89,5,0,1
7.3,89,8,0,1
8.0,113,4,0,1
7.8,91,7,0,1
9.1,137,6,1,1
8.2,85,5,1,1
9.5,124,5,1,1
5.5,129,8,0,1
7.6,97,5,1,1
10.0,119,9,0,1
9.6,89,6,1,1
9.1,85,9,0,1
9.0,100,8,0,1
6.9,108,6,0,1
9.4,121,7,0,1
9.8,138,6,0,1
8.5,103,7,0,0
8.2,110,5,1,1
6.4,133,7,0,1
8.0,106,4,1,1
9.1,88,7,1,1
5.9,123,7,0,0
7.6,107,9,0,1
8.2,90,6,0,1
6.5,123,6,0,1
7.9,88,6,1,1
7.8,84,8,1,1
5.5,140,10,0,1
9.1,113,10,0,1
8.3,116,9,0,1
7.0,113,9,0,1
6.1,100,7,0,1
7.6,98,6,0,0
9.0,106,6,0,1
9.5,97,7,1,1
8.6,122,5,1,1
8.9,123,10,0,0
8.3,96,5,1,1
8.3,128,10,1,1
7.4,140,8,1,1
9.6,138,7,1,1
9.1,92,5,0,1
8.0,86,9,0,1
8.6,100,9,1,1
8.9,104,7,0,1
7.2,97,6,0,1
7.1,131,9,0,1
5.0,138,9,1,1
7.8,96,6,0,1
6.7,81,5,0,0
8.4,120,7,0,1
8.6,137,5,0,1
8.6,136,7,0,0
8.8,81,8,1,0
7.1,140,9,0,1
9.9,118,6,0,1
9.3,127,10,0,1
9.4,91,6,0,0
5.5,90,7,1,1
6.2,91,8,0,0
8.3,137,9,1,1
6.2,84,9,1,1
8.7,113,8,0,1
7.7,143,9,0,1
7.8,98,8,1,1
7.8,87,8,1,1
5.1,128,5,0,0
5.3,115,4,1,0
6.9,137,10,1,1
5.8,140,6,1,1
7.1,84,5,1,1
9.6,80,5,1,0
7.5,106,9,0,0
8.4,95,6,1,1
6.9,137,8,0,1
5.3,84,8,0,0
9.8,144,9,1,1
8.1,84,5,1,1
6.5,104,8,1,1
7.3,95,5,0,1
6.4,105,5,0,1
8.2,130,9,1,1
7.3,124,7,1,0
6.7,112,6,0,0
7.5,104,8,1,1
8.8,97,8,0,1
5.4,107,7,0,0
7.6,140,6,0,1
6.4,98,5,0,0
5.5,82,7,1,0
10.0,109,5,0,0
8.4,95,7,0,1
8.9,120,9,0,1
6.6,144,9,0,1
6.4,137,8,1,1
8.4,84,7,0,0
7.1,83,5,1,1
8.2,109,7,0,1
8.0,145,7,0,1
6.4,129,10,0,0
5.8,104,7,0,0
9.0,94,5,1,1
7.2,100,7,1,0
6.5,143,8,1,1
5.4,120,5,0,0
5.8,127,6,1,1
9.7,80,6,0,1
8.6,83,7,1,0
5.7,119,6,0,1
5.3,107,5,1,0
8.3,131,6,0,0
5.4,140,9,0,1
8.3,87,8,0,1
8.0,85,6,1,0
7.6,101,7,0,0
9.8,93,8,1,1
8.0,111,8,1,1
9.2,118,5,1,1
9.5,126,9,0,1
8.0,91,5,0,0
5.5,145,6,1,1
7.2,119,9,0,1
5.2,85,9,1,0
8.1,83,6,0,1
8.4,89,7,0,1
5.7,111,6,0,1
7.5,109,9,0,0
6.1,139,9,0,1
8.9,126,6,0,0
7.2,97,9,0,1
5.3,136,5,1,1
7.1,80,9,1,1
6.8,122,6,0,1
6.1,128,6,1,1
7.8,101,7,1,1
5.0,136,9,1,1
6.2,106,6,0,1
5.5,140,7,0,1
5.5,84,9,1,1
6.9,135,5,0,1
6.3,131,7,0,1
8.4,110,7,1,1
7.4,124,6,0,0
8.5,137,8,0,1
5.2,131,5,0,1
7.3,122,5,1,0
7.3,113,8,1,1
5.3,139,9,1,1
8.3,110,9,1,1
6.9,125,9,1,1
5.6,102,10,0,1
9.3,110,10,0,1
7.1,97,5,0,0
9.8,145,5,1,0
5.0,127,5,0,1
6.6,86,7,0,1
9.6,111,7,0,1
5.4,101,6,0,1
7.8,118,4,1,1
5.3,128,7,0,1
9.3,93,6,1,1
5.8,109,9,0,1
7.5,94,8,0,0
7.2,94,8,1,1
8.4,109,4,1,1
7.8,81,8,0,0
9.2,132,9,1,1
5.6,131,9,0,1
9.3,115,10,1,1
8.7,88,6,1,1
9.6,87,4,0,1
8.5,88,6,0,0
9.3,85,7,0,0
8.0,114,7,1,0
7.7,138,5,1,1
6.8,107,7,1,0
6.6,142,8,1,1
7.2,87,8,0,0
6.2,142,6,1,1
8.0,101,8,0,1
8.5,94,7,1,1
10.0,121,6,1,1
7.4,109,6,1,1
9.8,112,8,0,1
6.6,100,7,0,1
9.7,128,4,0,0
7.7,128,7,0,1
8.1,135,8,0,1
9.0,102,7,0,1
9.7,86,4,0,0
5.4,93,5,0,0
5.0,121,8,0,1
8.2,108,4,1,0
5.4,109,10,0,0
6.0,142,5,1,1
6.3,123,5,0,1
5.9,130,6,1,1
5.5,126,9,0,1
8.1,97,9,0,0
7.4,93,5,0,0
9.0,136,5,0,0
5.9,113,4,0,0
5.1,143,8,1,1
8.6,94,4,1,1
7.3,136,6,1,1
8.8,130,6,0,1
7.4,90,5,0,0
5.9,137,7,1,1
7.5,125,7,1,1
5.4,83,5,0,1
8.4,129,8,1,1
8.2,86,8,1,1
5.3,96,8,0,0
6.4,145,9,0,1
8.4,95,9,0,1
7.2,92,7,0,0
10.0,131,6,1,1
7.6,80,9,0,1
6.8,130,6,1,1
6.2,141,6,1,0
5.2,92,8,0,0
6.2,129,6,0,1
9.3,97,8,1,0
8.0,121,5,1,1
5.5,141,8,0,1
7.9,140,8,1,1
7.2,101,6,1,1
5.7,81,5,1,1
8.9,95,9,0,1
6.2,127,5,1,1
9.9,95,10,0,1
5.7,102,6,1,1
7.8,120,6,1,1
7.2,132,10,1,1
6.6,139,5,0,0
9.5,99,9,1,1
5.4,99,8,0,1
8.5,143,5,0,0
7.9,106,6,0,1
7.0,116,8,0,1
6.6,102,8,0,1
5.6,106,9,1,1
5.0,112,7,1,1
5.0,134,9,0,0
7.2,115,10,1,1
9.9,86,8,0,0
6.3,142,10,1,1
9.6,138,8,1,1
9.7,127,9,1,1
5.1,137,5,0,1
6.7,87,7,0,1
7.7,129,6,0,1
7.6,101,6,0,0
5.0,94,9,1,0
9.6,104,5,0,1
6.5,115,10,1,1
6.2,108,9,0,0
8.0,130,7,1,1
6.4,121,7,0,1
8.8,84,7,0,1
7.7,125,7,0,0
6.0,111,7,1,1
